Gene Symbol	Gene ID	Cytoband	X1032	X103	X1040	X106	X1364	X1552	X1634	X1677	X1718	X2176	X2556	X2577	X2587	X429	X655	X860	X991
SEC61G	23480	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
LOC100996654	100996654	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
EGFR	1956	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
EGFR-AS1	100507500	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
ELDR	102725541	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
LANCL2	55915	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
VOPP1	81552	7p11.2	0.000	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	-0.111	-0.254	-0.021	0.054	0.048	-0.150
FKBP9P1	360132	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.352	0.232	-0.254	-0.021	0.054	0.048	-0.150
SEPT14	346288	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.254	-0.021	-0.678	0.048	-0.150
ZNF713	349075	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
MRPS17	51373	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
GBAS	2631	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
PSPH	5723	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
CCT6A	908	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
SNORA15	677803	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
SUMF2	25870	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	-0.678	0.048	-0.150
PHKG1	5260	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	0.071	0.048	-0.150
CHCHD2	51142	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	0.232	-0.105	-0.021	0.071	0.048	-0.150
NUPR2	389493	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.268	-0.504	-0.053	-0.105	-0.021	0.071	0.048	-0.150
LOC650226	650226	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	0.048	-0.281
LOC100240728	100240728	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	0.048	-0.281
DKFZp434L192	222029	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	0.048	-0.281
LOC101928401	101928401	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	0.048	-0.281
LOC401357	401357	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	0.048	-0.281
LOC100130849	100130849	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.025	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
MIR4283-1	100422917	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.818	0.237	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
MIR4283-2	100422848	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.818	0.237	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF479	90827	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
GUSBP10	642006	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC105375297	105375297	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC100653233	100653233	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
MIR3147	100422939	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	-0.504	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF716	441234	7p11.2	0.151	0.004	0.179	0.169	-0.310	-0.521	0.038	0.163	0.630	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF733P	643955	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.169	0.038	0.163	0.630	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC100287704	100287704	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.169	0.038	0.163	0.630	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC100287834	100287834	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.169	0.038	0.163	0.630	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC102724738	102724738	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.169	0.038	0.163	0.630	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LINC01005	100506050	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.378	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF727	442319	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.378	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF735	730291	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF679	168417	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF736	728927	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
YWHAEP1	649395	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF680	340252	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC100128885	100128885	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
LOC641746	641746	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF107	51427	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
MIR6839	102465505	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF138	7697	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF273	10793	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.113	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ZNF117	51351	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.060	0.260	-0.296	-0.563	0.118	-0.184	-0.037	-0.281
ERV3-1	2086	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.535	-0.321	0.260	-0.296	-0.335	0.118	-0.184	-0.037	-0.281
CCT6P3	643180	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.279	-0.321	0.260	-0.296	-0.335	-0.096	-0.184	-0.037	-0.281
ZNF92	168374	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.279	-0.321	0.260	-0.296	-0.335	-0.096	-0.184	-0.037	-0.281
INTS4P2	644619	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.279	-0.321	0.260	-0.296	-0.335	-0.096	-0.184	-0.037	-0.281
LOC441242	441242	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.163	0.279	-0.321	0.260	-0.296	-0.335	-0.096	-0.184	-0.037	-0.281
CCT6P1	643253	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
SNORA22	677807	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
VKORC1L1	154807	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
GUSB	2990	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
ASL	435	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
CRCP	27297	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
TPST1	8460	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
LINC00174	285908	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
GS1-124K5.4	100289098	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
GS1-124K5.11	493754	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
KCTD7	154881	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
LOC100996437	100996437	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
RABGEF1	27342	7q11.21	0.151	0.004	0.055	0.169	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
GTF2IRD1P1	729156	7q11.21	0.151	0.004	0.055	0.060	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
GTF2IP23	101929580	7q11.21	0.151	0.004	0.055	0.060	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
LOC644794	644794	7q11.21	0.151	0.004	0.055	0.060	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
TMEM248	55069	7q11.21	0.151	0.004	0.055	0.060	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
SBDS	51119	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	0.113	-0.182	-0.096	-0.184	-0.037	-0.281
TYW1	55253	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
MIR4650-1	100616310	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
PMS2P4	5382	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
STAG3L4	64940	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
AUTS2	26053	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
LINC01372	101929736	7q11.21	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
LOC100507468	100507468	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
LOC102723427	102723427	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
WBSCR17	64409	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
MIR3914-1	100500836	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
MIR3914-2	100500920	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
CALN1	83698	7q11.22	0.151	0.004	0.055	-0.170	-0.310	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
TYW1B	441250	7q11.22	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	-0.149	-0.182	-0.096	-0.184	-0.037	-0.281
SBDSP1	155370	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	-0.184	0.572	-0.281
SPDYE7P	441251	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	-0.184	0.572	-0.281
POM121	9883	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	-0.184	0.572	-0.281
NSUN5P2	260294	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
TRIM73	375593	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
TRIM74	378108	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
LOC100101148	100101148	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
LOC541473	541473	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
STAG3L3	442578	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
PMS2P7	100101440	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
SPDYE8P	728524	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2IP1	2970	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2IP4	100093631	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
NCF1B	654816	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
NSUN5	55695	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.237	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
TRIM50	135892	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
FKBP6	8468	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
FZD9	8326	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
BAZ1B	9031	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
BCL7B	9275	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.279	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
TBL2	26608	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
MLXIPL	51085	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	-0.096	0.129	0.572	-0.281
VPS37D	155382	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
DNAJC30	84277	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
WBSCR22	114049	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
STX1A	6804	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
MIR4284	100422948	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
ABHD11-AS1	171022	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
ABHD11	83451	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
CLDN3	1365	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
CLDN4	1364	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
WBSCR27	155368	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
WBSCR28	135886	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
ELN	2006	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
LIMK1	3984	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
EIF4H	7458	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
MIR590	693175	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	0.736	0.129	0.572	-0.281
LAT2	7462	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	1.353	0.129	0.572	-0.281
RFC2	5982	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.361	0.020	0.152	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
CLIP2	7461	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.207	0.020	0.152	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2IRD1	9569	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.116	0.207	0.020	0.152	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2I	2969	7q11.23	0.151	0.004	0.055	-0.170	-0.058	0.892	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
LOC101926943	101926943	7q11.23	0.151	0.004	0.055	-0.170	-0.058	0.892	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
NCF1	653361	7q11.23	0.151	0.004	0.055	-0.170	-0.058	0.892	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2IRD2	84163	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
STAG3L2	442582	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
PMS2P5	5383	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.260	0.080	-0.182	1.353	0.313	0.572	-0.281
GATSL2	729438	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
RCC1L	81554	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
GTF2IRD2B	389524	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
NCF1C	654817	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
PMS2P2	5380	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
STAG3L1	54441	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
NSUN5P1	155400	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
POM121C	100101267	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
SPDYE5	442590	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
PMS2P3	5387	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.119	0.080	-0.182	1.353	0.313	0.572	-0.281
HIP1	3092	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
CCL26	10344	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
CCL24	6369	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
RHBDD2	57414	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
MIR4651	100616270	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
POR	5447	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
SNORA14A	677801	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
TMEM120A	83862	7q11.23	0.151	0.004	0.055	-0.170	-0.058	-0.095	0.207	0.020	-0.054	-0.321	0.359	0.080	-0.182	1.353	0.313	0.572	-0.281
